95875,65465
69016,87999
21148,43280
51872,77646
54157,26373
38741,30930
47408,38768
47280,99683
86476,29111
45307,7318
63905,68487
66192,89286
10218,91879
62681,80546
62369,94561
41856,98647
18639,61936
54578,81002
59651,29737
35997,46826
675,25248
24046,1497
29370,57926
32898,62130
9587,97488
58021,52091
36495,38305
71658,44848
87645,91661
7763,43353
49309,70164
14293,9919
52600,49962
16087,79519
73173,40093
6004,50495
35572,51998
46103,52056
93412,58561
26553,43673
91613,90307
86155,51011
64602,95511
40375,16802
73065,45032
84199,72689
23896,98381
34670,100513
5459,96123
44718,54790
5984,26713
1429,11178
32336,62705
61891,33405
18666,67308
16345,46481
39958,14814
28878,78362
47810,13589
37998,12050
39507,25486
5702,1056
70575,198
14280,14723
63248,61732
4250,49677
91534,56788
69285,86609
57432,4116
11875,11290
81516,44183
68151,54161
24864,58852
90782,1058
77389,1590
91564,70297
90166,8326
12131,2158
44643,29911
68227,27731
80914,72119
57869,30149
51139,82158
14355,91022
78296,7961
4555,25380
36677,10217
38952,19465
65873,67328
97826,29419
38069,36813
43980,33153
89426,94382
55381,61294
89582,62024
15435,73313
46393,42907
24044,67651
73314,4544
47847,56382
64605,63352
90562,3748
35503,68143
95383,80670
47491,81483
75686,21425
17048,100044
77520,82720
53714,6423
86030,34721
68813,16256
21351,14192
38717,74189
10768,91807
16216,3737
64922,50302
59564,60824
29729,32003
44003,18437
58734,54684
73371,92591
58239,42505
30189,43683
49497,93341
92403,53232
12408,42105
52432,17095
97071,2664
47142,94520
25450,99745
8134,37326
84571,316
84951,19170
33007,44308
19390,26161
55266,7198
64082,19130
82868,90646
69409,62014
32792,46511
16205,4902
15076,31781
63294,72517
46198,64732
82,8933
79360,91426
2346,51504
64628,64552
387,96181
57610,89564
59475,65228
40573,9391
71132,41015
20274,67644
99881,607
57941,54194
27332,656
61842,83294
96940,85316
16138,2011
67740,54461
87329,62187
16181,2165
54678,5740
75423,40735
35988,33547
81659,10666
28181,74272
33413,94725
55971,71738
1161,83696
14926,52877
39344,7312
6819,17453
62674,100116
52909,83186
17041,70953
14077,80479
52301,34920
65401,98126
28699,8453
86043,44735
64787,39152
1840,94539
61599,92745
94021,66692
76076,40106
64470,95637
86058,56183
50597,9402
32636,66832
43163,54442
51170,80819
11249,24360
89421,52896
71540,54931
29795,34033
98280,54145
63978,9580
96735,23113
42992,94452
85044,74173
43086,57691
55226,55002
6611,57076
10123,27765
95919,63288
33905,15435
62622,54
82286,98790
39585,13465
94920,42161
83491,8272
7495,17270
78901,93083
34181,58267
6090,77745
41826,35087
95158,90596
21129,45075
53629,89388
94774,83326
32825,17339
97692,16169
25511,40752
23481,16624
57884,14504
23395,60675
89432,68551
93604,8330
72298,78880
99543,39277
77953,81655
68175,83855
68009,47034
95039,1029
57669,3886
88711,55566
17017,52317
1602,75117
80490,65467
87583,42148
50615,59716
98743,40652
43755,27100
25840,14140
55091,70809
83650,68586
15448,93239
8136,21297
39846,67799
20721,8232
25726,40419
92561,76960
17212,41294
5645,35648
8698,14956
13930,26863
