d
99684 93778
5415 22030 330 0
22030 96243 474 0
96243 78056 92 0
78056 74866 182 0
74866 25934 130 0
25934 87746 166 0
87746 26303 258 0
20796 67132 816 0
67132 67136 247 0
67136 82915 1605 0
82915 86928 454 0
86928 82924 501 0
96682 18279 250 0
18279 29022 203 0
29022 9553 538 0
9553 9582 219 0
9582 9568 49 0
9568 9581 72 0
9581 28896 105 0
59515 23079 179 0
23079 99308 851 0
99308 4513 556 0
4513 28999 97 0
89309 67293 43 0
67293 67301 62 0
67301 8326 56 0
8326 67304 388 0
40390 40395 92 1
40395 99124 95 1
44598 63788 1202 0
63788 64239 509 0
68012 44858 78 1
67184 33305 1022 0
33305 93461 59 0
93461 93227 342 0
93227 33123 218 0
33123 72742 217 0
72742 33317 79 0
33317 33122 138 0
87708 88988 48 1
88988 17626 51 1
38269 46705 63 1
46705 84728 46 1
84728 89309 130 1
89309 84729 87 1
84729 26562 51 1
26562 26561 41 1
26561 38269 47 1
33197 76841 192 1
91991 23547 277 0
23547 54895 468 0
88009 87997 181 0
87997 49336 2790 0
49336 88004 3309 0
88004 88846 312 0
97867 60010 409 1
14149 26076 159 1
90900 91636 110 1
91636 90902 67 1
90902 90901 87 1
90901 90900 110 1
91651 65797 647 0
65797 91649 371 0
91649 91648 70 0
60235 91648 785 0
91648 91647 1370 0
91647 47829 325 0
47829 91646 109 0
91646 91645 586 0
91645 55373 234 0
55373 91642 926 0
91642 91641 226 0
91641 91639 325 0
91639 49175 293 0
49175 40229 488 0
40229 91638 142 0
91638 11702 38 0
11702 90901 220 0
91985 91988 217 0
91988 8815 192 0
8815 91989 546 0
87765 56705 18 0
56705 73625 78 0
73625 66174 110 0
66174 91964 359 0
91991 91990 96 0
91990 64195 87 0
64195 91992 1106 0
91992 91993 391 0
91993 60111 177 0
60111 60103 151 0
60103 92003 128 0
91995 92525 64 0
92525 92524 181 0
91985 70216 44 0
70216 8832 412 0
8832 40078 130 0
40078 91987 22 0
51200 37563 423 0
37563 80278 40 0
80278 2751 160 0
2751 93681 25 0
93681 92533 390 0
63929 91973 32 1
91973 92531 72 1
92531 91969 91 1
91969 91971 84 1
91971 63929 48 1
91969 91976 152 0
91971 20820 338 0
20820 92364 382 0
92364 83763 314 0
83763 8232 290 0
8232 92429 31 0
92429 32134 611 0
32134 61932 28 0
61932 10312 69 0
10312 80177 315 0
30781 62012 53 0
62012 32512 311 0
32512 62014 27 0
62014 62053 173 0
62053 61939 239 0
61939 36754 49 0
36754 62000 294 0
62000 62007 223 0
62007 91973 319 0
60246 7908 46 0
7908 34290 117 0
34290 17520 117 0
17520 7907 52 0
7907 7904 96 0
7904 20809 18 0
20809 7914 330 0
7914 60238 265 0
60238 82379 409 0
82379 8226 38 0
8226 80183 505 0
80183 61899 239 0
61899 61903 363 0
61903 61901 28 0
61901 91978 75 0
91978 16010 489 0
16010 82392 471 0
82392 16011 593 0
16011 52607 340 0
52607 16000 460 0
89779 8272 793 0
8272 60242 329 0
60242 89781 335 0
89781 89779 1068 0
94035 18051 368 0
91982 51298 203 0
51298 32128 17 0
32128 39786 95 0
39786 51155 46 0
51155 94038 204 0
94049 4860 921 0
4860 4854 954 0
4854 94047 2148 0
94047 94046 561 0
94046 94044 1731 0
94044 27996 142 0
27996 28018 10 0
28018 81836 245 0
81836 56544 630 0
94047 94053 425 0
94053 81331 809 0
81331 76009 630 0
60225 7384 350 0
7384 94143 81 0
94143 94144 485 0
94144 94147 1149 0
89069 94168 170 0
94168 94167 445 0
94167 7408 439 0
7408 94164 811 0
94164 7353 58 0
7353 54846 119 0
54846 94163 81 0
94163 94161 394 0
94161 94160 205 0
94160 94159 177 0
94159 33898 80 0
33898 94158 351 0
94158 94156 697 0
60236 15933 269 0
15933 55259 147 0
55259 13862 1579 0
21987 51849 113 1
51849 23335 684 1
23335 50466 271 1
94907 94908 97 0
94908 11986 230 0
11986 12083 73 0
12083 11996 69 0
11996 12028 274 0
12028 12080 25 0
12080 11982 35 0
11982 12049 34 0
12049 12075 48 0
12075 11975 25 0
11975 94908 62 0
94992 94995 206 0
94995 95006 215 0
95006 75195 190 0
75195 95007 179 0
95007 75199 160 0
75199 75214 173 0
75214 75211 370 0
75211 95128 206 0
94994 63950 88 0
63950 60858 134 0
60858 63948 29 0
63948 94992 95 0
94988 66791 27 0
66791 26563 59 0
26563 94982 99 0
25610 4414 399 1
4414 4409 69 1
4409 4413 94 1
4413 6687 62 1
6687 94975 190 1
94975 82276 148 1
94975 6693 540 0
6693 6690 620 0
94967 44891 233 0
44891 70458 20 0
70458 88523 337 0
88523 44894 649 0
44894 94963 731 0
94973 35371 166 0
35371 57745 17 0
57745 4416 274 0
4416 92042 86 0
92042 4541 64 0
4541 6844 186 0
6844 26664 230 0
6256 55091 438 0
32920 32905 90 0
32905 26560 17 0
26560 66777 104 0
66777 52785 139 0
94989 95125 146 0
95125 41282 14 0
95394 95392 255 1
95392 49727 220 1
49727 95390 223 1
24970 95391 245 1
95391 95392 245 1
51045 51047 47 0
51047 4747 1889 0
4747 51054 1351 0
51054 51060 857 0
51060 68663 1801 0
68663 73066 1507 0
73066 51067 1429 0
51067 94324 557 0
94324 4713 1280 0
4713 51070 422 0
51070 51071 490 0
51071 50851 3239 0
50851 70282 2360 0
70282 51082 2109 0
51082 51084 301 0
51084 64784 2633 0
64784 51106 3754 0
51106 4683 443 0
59920 32758 145 0
32758 2926 711 0
2926 68822 227 0
68822 16723 96 0
16723 57531 3871 0
72353 49112 34 0
49112 49292 406 0
49292 2193 1748 0
2193 27496 776 0
27496 28738 435 0
28738 32718 994 0
32718 32715 1771 0
32715 35655 854 0
35655 24188 214 0
24188 24420 369 0
24420 27479 556 0
27479 28920 235 0
28920 28907 297 0
28907 77766 1641 0
77766 27474 364 0
27474 20931 64 0
50916 69042 334 0
69042 69046 184 0
69046 69050 133 0
69050 69084 1036 0
69084 69086 350 0
69086 69089 314 0
69089 2253 199 0
2253 50915 859 0
50915 2254 43 0
2254 69096 139 0
51773 16518 40 0
16518 29003 134 0
29003 28884 352 0
28884 28887 181 0
28887 28889 450 0
44602 68882 272 1
68882 68880 363 1
46742 36538 97 1
36538 948 94 1
948 72987 70 1
72987 44602 109 1
44602 46743 62 1
46743 946 43 1
946 947 77 1
947 46742 37 1
59517 46746 52 1
46746 23101 22 1
23101 59518 51 1
59518 46749 29 1
46749 44604 49 1
44604 59519 53 1
59519 46747 47 1
46747 59517 23 1
33199 76825 290 1
94256 33199 38 1
33199 62486 132 1
62486 62487 155 1
62487 33197 144 1
33197 46707 109 1
46707 46710 89 1
46710 33198 119 1
33198 94256 77 1
33196 36374 445 0
36374 36387 503 0
36387 33195 540 0
13273 62115 297 1
38263 13271 78 1
13271 38261 75 1
38261 62116 72 1
62116 13273 144 1
13273 13268 137 1
13268 40390 59 1
40390 46613 110 1
46613 38263 101 1
89115 27645 766 0
27645 6270 284 0
6270 94052 823 0
86304 36133 402 1
36133 95394 654 1
95397 56738 184 1
56738 95398 110 1
95390 51495 115 1
51495 55315 89 1
55315 95400 132 1
24197 99184 174 1
99184 99183 1308 1
14139 73609 2418 1
73609 24192 440 1
24193 22512 142 1
35061 24205 4534 1
24209 24410 7840 1
24210 52106 131 1
52106 14141 89 1
14141 52100 39 1
52100 28643 101 1
28643 52103 256 1
52103 24210 71 1
52521 24210 102 1
72295 52093 63 1
52093 28648 29 1
28648 52096 117 1
52096 52095 82 1
52095 28653 97 1
28653 28657 75 1
28657 72295 21 1
28657 53661 162 1
53661 53662 49 1
53662 52093 119 1
14143 10609 50 1
10609 91747 53 1
91747 28687 123 1
28687 79233 60 1
79233 14143 57 1
82588 23221 306 0
23221 86058 313 0
86058 10706 307 0
10706 26959 1207 0
