27587,110641
60362,92970
42500,10600
109655,61052
46143,77251
23713,181931
128696,57660
233297,28258
158777,125399
221826,6189
152483,43322
193664,42578
120401,232362
117300,139214
47138,81225
117707,152324
119527,121089
189024,11108
127887,2872
133208,177517
111384,218731
27153,228328
199198,125663
222605,139926
146469,63210
226201,161323
63428,15876
11083,74305
229125,206625
73625,226022
42079,180948
96828,233381
62338,60327
233893,49250
188485,224331
21809,29086
225244,29469
42777,11249
177670,160828
135153,61003
199877,165410
221529,55815
60675,122306
135620,102843
62572,172816
179157,141535
219750,171570
174423,72303
133103,165347
173020,137785
221696,132287
132306,10546
219547,184990
93811,208472
67598,151540
129723,85282
80628,203522
7944,27950
79507,136819
208898,218979
27322,121220
148095,221938
188909,126650
98041,125675
122815,9589
103650,184381
51456,136489
134688,98049
79215,12584
2080,60533
187047,36185
204913,107532
4774,204564
60275,94701
207571,36096
161960,133820
165009,175994
146228,233886
86528,194272
130128,125944
102616,159357
141055,3573
52938,9231
58222,234135
221054,227078
77031,144726
12971,165537
157860,23932
9066,29867
158102,71319
99684,13011
18609,150961
81096,194432
172605,10171
91317,180702
50431,41429
107819,209977
200828,210569
46589,114420
97326,64266
12640,132739
159283,86434
37269,68488
34164,110332
145531,18988
223033,198380
179515,95059
11881,163278
229071,149044
144961,64367
196319,76203
100821,21929
87559,167711
204670,132239
47226,169578
50147,117346
30966,81575
234438,209593
195346,159431
57169,80351
15537,174006
228519,38788
23267,113632
151775,102446
82535,214853
193047,132587
228972,161256
212887,184399
131890,185150
159844,255
173632,10933
67134,134250
183919,122388
222866,144730
192710,125507
208159,197981
222141,166643
118578,9380
16355,4594
193698,185654
69402,27771
216705,195540
46168,131485
73909,157056
30090,52267
171864,213931
156710,34303
927,152804
14973,80575
123818,181789
154072,30392
22144,112968
201233,72948
77457,155010
41371,195614
146101,450
90033,118918
165894,219211
136639,83452
206029,211677
168734,30801
99165,160686
214824,187801
89761,91991
195262,62416
28956,88118
39534,48396
19185,190156
52909,206888
159092,233475
193932,101883
144789,93188
203713,210072
126252,90349
207799,49994
82876,11796
166557,63849
130652,190602
80497,107114
9524,66394
88855,68323
117684,180807
51884,145599
166601,152287
132469,79522
181679,57699
70093,210678
64309,20620
42128,215354
77747,154736
22876,120266
29641,208737
79593,177376
214763,123383
155424,1738
27034,230143
227997,17593
202053,141693
80607,171438
217602,148527
11564,232763
204286,71774
158021,87692
99555,97742
63501,13597
150287,171598
100556,198737
18143,68561
224726,179664
199303,108149
139605,58307
142826,138849
125467,50302
119975,120938
87938,49934
234266,183784
169312,74037
142016,95940
123728,181683
99457,50410
221304,72916
108947,119460
140159,62763
213107,165478
77213,232511
52437,128746
11381,158964
161608,108172
67184,22361
5824,21873
37960,85525
101905,11738
227543,170226
71630,77314
74693,200794
109976,190127
206630,189586
163116,29555
162641,169220
7095,31366
11510,135336
141494,117044
191793,234588
134228,55195
20165,47409
75403,78831
111064,120262
74020,233928
46909,147631
125595,107622
144396,201215
47454,147500
203253,173416
145543,116449
59972,39480
24124,155554
116356,33558
102995,179205
233823,44571
169758,233112
29845,185507
22537,159767
6950,142786
170252,206180
93477,186107
127305,69882
38966,103421
149343,32494
211902,24457
113435,52260
139870,127421
103308,179976
94052,207866
173157,177882
227623,176175
6607,29607
166598,16214
168007,108682
74996,224870
50904,88349
152255,42299
110355,56633
188008,95455
216131,4421
81951,167227
92503,9409
185997,97946
194948,136755
195911,1108
29294,87117
132508,54440
170724,64217
181777,48533
52274,172641
137249,107829
209006,60480
215517,130617
141375,126554
127256,213447
38385,182877
225726,176815
186317,45164
85767,625
167039,196285
79171,209653
96956,181151
3673,17028
205375,10285
117505,26652
171383,126084
170322,57499
206256,81221
113933,33594
29059,129759
57372,193187
202857,146645
188698,166066
82355,118157
138488,114158
221061,57149
2225,93447
47369,59038
151725,187225
167146,119652
189353,169049
145281,209277
77345,193867
47806,128545
109853,64223
131713,69314
1082,196520
115923,6781
69796,161116
25228,73140
209586,148124
20464,215177
4266,127093
154503,56931
154274,66615
27717,196093
17943,163016
2951,198588
62387,215818
9580,192695
147574,88677
29688,59134
52838,200252
55263,36731
102623,154033
139978,72958
92096,106204
215116,61646
101538,148771
202492,71359
190842,221542
47873,25402
146124,64815
118701,38414
97549,128081
78032,220049
153703,122580
112865,194692
202679,175761
37689,39947
25460,140616
46480,27363
4801,120617
106414,158982
117028,17780
110785,87064
195741,30096
191694,133005
218223,44944
159755,109276
200701,119543
129884,12158
152777,194074
137082,8855
148232,145223
178917,179118
6207,68328
133846,110726
73166,1066
155245,199827
54983,38656
79796,150684
11160,216198
66737,98804
9525,132047
212716,30801
37105,109727
188044,169403
21600,21490
222775,41598
116849,6890
7480,165833
153772,128908
113423,7541
180840,16074
214283,159585
41243,158711
226459,61782
9464,25711
552,32348
127730,173060
175985,223591
216045,56463
206635,184683
