23953,27863
57233,5967
50464,16705
14025,20680
29757,58678
61352,5318
44443,64294
29698,2969
9509,21146
29340,47869
26276,53045
47897,59519
19262,41539
69817,41985
36361,41527
7473,15506
28432,11456
248,10534
32642,64512
19243,36341
41652,64784
48114,62749
19324,11632
43688,48782
33637,53459
48523,31415
9962,14517
17094,60705
42082,57420
52786,55840
48128,5256
43878,47001
45769,62862
22355,782
27177,20847
51057,15719
40081,59051
25376,7311
43096,35390
60648,42295
5213,1063
5879,69861
8953,61670
17640,42775
62875,44943
27003,58431
30683,53853
15703,33069
29318,42457
53725,17526
55839,13923
47520,57389
68817,2976
28595,51730
50926,67272
38654,63377
43879,11693
42097,56590
30908,9
36595,69054
67562,60492
23834,57559
5823,20422
65713,12314
65204,35181
38353,20240
42293,49469
21263,67615
45243,25180
32557,54924
5476,53232
22798,28155
59028,39822
27774,29944
27653,29983
58505,38802
65948,24947
6097,33822
16433,57599
8183,22270
52063,28340
16942,36645
24408,13363
51146,62489
34163,33266
56632,11080
58286,17916
34077,45441
1179,33679
41420,58039
14036,40073
38672,21850
16143,8140
18512,46619
52793,6813
13682,12231
47569,59898
12361,57680
59769,8088
58263,55878
66996,33015
47772,1727
50177,69260
32054,11505
40687,16909
19127,42158
28856,46090
2711,33581
63288,54439
66661,61992
33648,20185
9541,65914
39951,7166
26185,15929
48723,37159
288,43906
59601,36699
65294,4231
55226,70353
63428,43982
11355,41313
57038,48703
23043,34988
29871,14437
56309,764
38402,23202
32466,43623
32200,54973
40117,4638
36056,7690
53221,67615
10848,55046
35500,19140
27952,45121
20779,26433
55543,67714
55540,56581
45215,39282
23370,10480
36801,10659
38967,13647
48518,69969
7359,54653
9018,25293
6165,58662
36547,5938
33036,52386
60340,30947
60607,65383
56426,27405
7352,11249
69493,23202
17504,30266
13334,20249
43437,26860
46666,44842
22201,45904
20225,39445
49256,2187
40171,17572
18500,55097
6405,48103
31598,61177
44037,47933
2772,834
52790,11267
65574,56336
17816,6495
16491,41973
35201,5442
57634,55488
43926,29996
23404,46030
53836,15445
4669,24234
36575,69748
33763,3787
7248,21630
10961,22094
47973,40018
13521,4972
23811,9107
29295,46877
69271,51482
62030,3316
37271,58565
70276,13259
28116,49991
29230,51232
41770,52073
51309,24253
46106,55759
68155,65539
42886,38506
12973,12702
19393,18710
31559,63326
2447,20995
42098,10944
39591,25447
13319,18429
48492,7828
32808,54230
46236,68220
22562,14291
2020,47757
22774,50222
44917,19791
41793,57933
68609,45770
53677,32768
23485,51245
11014,26211
44645,53027
32673,35906
58845,33764
7509,50105
37234,23150
831,33581
28794,5256
8235,15565
43488,27203
69381,21069
41391,8732
63150,6857
53480,52519
12390,63552
59785,14625
47023,36664
59734,33814
15359,42086
68476,68064
5930,11797
63788,16378
37752,52122
45668,491
57680,35029
20245,27716
29695,51576
14560,56934
15521,14249
25185,38789
66546,39663
43537,9510
31621,40947
50542,22691
9145,30413
70058,26985
26715,24007
51496,42238
35038,10773
68833,42105
22844,21693
30316,58422
63717,20752
40958,35373
42821,59436
67108,32558
41697,61085
25537,18754
18027,2999
22482,4001
63195,7543
35419,66235
6007,460
21640,61783
39630,35423
43861,5240
15725,64544
38425,65594
25407,67003
3309,62705
10206,58748
52474,38381
57958,68971
67099,36343
16595,65524
42525,12303
37388,1727
56944,55142
62803,37687
18057,54266
66072,64408
55309,25178
45370,39168
32452,40188
14957,64208
1745,38220
35920,57976
54629,43026
15641,51249
55980,65755
18485,2176
23861,18529
9380,47930
46272,2247
2004,51720
31068,28059
27211,12557
5060,51632
65540,23275
14182,47600
39829,52379
35464,49771
60237,56109
5661,54362
4300,20128
42852,37539
5400,27607
60199,5263
61519,67758
53996,19950
230,12298
14965,64199
45097,69551
26172,65461
60360,69881
37919,58080
68144,44708
51166,38794
8285,47140
66890,21147
36167,58460
37164,22028
22251,29826
23230,13756
369,46911
51691,10735
20923,56389
52137,57743
70237,68852
56709,39255
