d
100683 94300
26240 31735 2374 0
22952 7640 23757 1
14828 16207 2745 0
16207 19045 3898 0
9602 24649 976 1
15047 78157 2286 0
24978 24979 106 0
24979 25180 4000 0
24881 69391 4030 0
22946 23037 1129 0
21813 23255 2484 0
22991 23255 1361 0
23255 23337 359 0
22946 23352 3133 0
22988 22991 285 0
22111 22946 904 0
18777 21506 3201 0
21506 22111 962 0
19691 23352 4120 0
18777 45222 2130 0
45222 18946 97 0
16303 16305 1048 0
23352 34361 1593 0
34361 98198 1424 0
98198 23635 429 0
23635 24463 1193 0
16207 16300 1732 0
16300 66685 241 0
66685 16356 1523 0
19393 34364 1481 0
34364 19948 1390 0
19948 5191 28 0
25180 25967 977 0
22946 22988 1135 0
27318 31011 312 0
31011 31014 262 0
31014 37079 3021 0
18946 45223 29 0
45223 19045 1581 0
25138 25180 34 0
19393 19179 359 0
19691 19393 409 0
19045 19179 72 0
19179 19455 421 0
19455 19691 330 0
25095 25691 4986 0
25691 26464 1993 0
26464 26961 909 0
21678 9606 903 1
9606 25052 1062 1
24564 24686 1505 1
25429 3353 1172 1
24932 40168 15362 0
70473 51291 713 0
51291 71734 11 0
71734 75237 2182 0
75237 78894 2203 0
71507 51290 461 0
51290 70473 783 0
70473 70568 261 0
11919 57449 7986 0
57449 64841 9774 0
38417 77381 996 0
77381 77358 21 0
57611 57722 108 0
27183 57611 22 0
57611 21442 413 0
21442 27183 167 0
40144 40168 68 0
10253 57764 2078 0
13419 17183 7283 0
17183 17809 441 0
17809 20963 3788 0
14881 16771 3827 0
14751 5180 308 0
5180 5183 1911 0
5183 16356 896 0
16356 17514 3588 0
17514 52461 776 0
14419 80657 4932 0
80657 14881 338 0
14881 15584 2030 0
14696 23709 12295 0
23914 60326 9497 1
21998 22218 4796 1
17465 21786 5708 0
22138 13558 66 0
13558 22162 87 0
24066 15040 69 0
15040 6935 526 0
6935 6939 579 0
6939 25909 1238 0
16510 16771 570 0
372 100585 1247 0
100585 100581 1381 0
100581 100578 1481 0
100578 28725 484 0
28725 100573 1133 0
100573 370 258 0
370 31353 2160 0
23709 23878 908 0
23878 23947 821 0
23947 24463 3937 0
24214 25068 2562 0
25068 25909 2351 0
24214 25485 847 0
24214 17605 454 0
17605 80525 638 0
24270 24319 605 0
24319 24437 734 0
24437 24507 483 0
